date,commodity,price,volume,rainfall,temperature,humidity,month,day_of_week,season
2022-01-13,Rice,45.69,1680,14.26,24.2,55.67,1,3,1
2022-01-13,Wheat,34.03,4796,87.48,21.09,71.8,1,3,1
2022-01-13,Corn,23.38,4292,66.2,31.77,40.64,1,3,1
2022-01-13,Soybean,35.91,1509,15.51,27.26,89.21,1,3,1
2022-01-14,Rice,39.73,1173,78.95,22.64,75.99,1,4,1
2022-01-14,Wheat,37.16,3827,59.39,23.91,50.44,1,4,1
2022-01-14,Corn,30.37,3929,8.03,27.04,77.9,1,4,1
2022-01-14,Soybean,41.59,4180,80.31,26.27,54.44,1,4,1
2022-01-15,Rice,51.52,2302,3.49,33.03,75.18,1,5,1
2022-01-15,Wheat,34.08,1179,36.52,34.73,61.78,1,5,1
2022-01-15,Corn,28.2,3012,44.33,34.81,47.01,1,5,1
2022-01-15,Soybean,41.71,2299,9.76,27.71,85.57,1,5,1
2022-01-16,Rice,39.75,3768,97.14,25.34,42.77,1,6,1
2022-01-16,Wheat,35.4,3988,88.76,33.07,51.47,1,6,1
2022-01-16,Corn,27.5,1017,30.66,24.2,89.68,1,6,1
2022-01-16,Soybean,43.38,1247,43.38,29.27,67.55,1,6,1
2022-01-17,Rice,37.04,3503,45.82,21.98,63.86,1,0,1
2022-01-17,Wheat,31.66,3944,26.73,21.67,72.04,1,0,1
2022-01-17,Corn,27.55,2588,69.31,30.35,60.67,1,0,1
2022-01-17,Soybean,34.2,2984,91.14,25.63,46.33,1,0,1
2022-01-18,Rice,43.98,2355,99.71,30.09,74.72,1,1,1
2022-01-18,Wheat,27.73,3162,98.32,26.37,74.22,1,1,1
2022-01-18,Corn,30.16,3198,63.71,34.57,53.72,1,1,1
2022-01-18,Soybean,41.25,4660,84.42,23.83,51.1,1,1,1
2022-01-19,Rice,39.6,3745,24.32,25.36,83.73,1,2,1
2022-01-19,Wheat,37.68,4615,34.21,20.61,78.19,1,2,1
2022-01-19,Corn,31.71,2154,96.56,20.6,82.57,1,2,1
2022-01-19,Soybean,43.21,4442,58.41,30.13,62.47,1,2,1
2022-01-20,Rice,45.62,1250,64.29,27.43,42.04,1,3,1
2022-01-20,Wheat,38.25,2505,34.24,20.07,86.54,1,3,1
2022-01-20,Corn,27.77,3759,47.39,29.91,67.47,1,3,1
2022-01-20,Soybean,38.53,1176,33.55,26.69,76.66,1,3,1
2022-01-21,Rice,44.11,1205,99.3,31.76,64.33,1,4,1
2022-01-21,Wheat,31.29,2628,77.54,23.05,75.66,1,4,1
2022-01-21,Corn,30.31,2692,71.0,34.78,89.6,1,4,1
2022-01-21,Soybean,34.88,1045,30.85,27.4,79.0,1,4,1
2022-01-22,Rice,47.22,3521,89.33,26.97,84.56,1,5,1
2022-01-22,Wheat,30.93,1356,48.02,28.31,65.81,1,5,1
2022-01-22,Corn,31.97,3810,59.87,25.4,57.16,1,5,1
2022-01-22,Soybean,40.08,4352,4.09,22.96,76.93,1,5,1
2022-01-23,Rice,52.5,3052,54.08,20.93,79.76,1,6,1
2022-01-23,Wheat,37.32,4461,80.28,23.25,56.8,1,6,1
2022-01-23,Corn,30.16,4609,45.66,28.12,51.3,1,6,1
2022-01-23,Soybean,41.54,1419,52.06,32.49,51.42,1,6,1
2022-01-24,Rice,47.59,4809,30.3,30.42,57.15,1,0,1
2022-01-24,Wheat,39.75,4999,45.22,29.48,62.4,1,0,1
2022-01-24,Corn,31.95,1865,10.01,24.43,49.31,1,0,1
2022-01-24,Soybean,41.47,2127,21.36,27.92,42.22,1,0,1
2022-01-25,Rice,44.09,3968,11.06,29.49,83.73,1,1,1
2022-01-25,Wheat,32.7,3397,62.53,30.46,70.72,1,1,1
2022-01-25,Corn,30.81,4468,41.14,30.66,54.46,1,1,1
2022-01-25,Soybean,39.29,1477,56.85,29.71,40.12,1,1,1
2022-01-26,Rice,44.03,3419,81.74,32.35,75.71,1,2,1
2022-01-26,Wheat,36.25,2189,19.83,28.93,77.36,1,2,1
2022-01-26,Corn,29.13,4377,35.64,25.26,62.11,1,2,1
2022-01-26,Soybean,41.89,1873,9.78,22.85,63.68,1,2,1
2022-01-27,Rice,44.14,2852,83.7,25.53,48.37,1,3,1
2022-01-27,Wheat,38.73,1133,56.44,29.36,50.52,1,3,1
2022-01-27,Corn,29.02,1319,52.31,31.94,48.06,1,3,1
2022-01-27,Soybean,44.33,2989,51.88,23.24,57.74,1,3,1
2022-01-28,Rice,43.97,4085,44.8,32.41,64.82,1,4,1
2022-01-28,Wheat,29.49,1043,14.74,31.78,72.36,1,4,1
2022-01-28,Corn,26.46,3106,86.8,33.69,82.4,1,4,1
2022-01-28,Soybean,44.94,1415,65.32,22.68,74.35,1,4,1
2022-01-29,Rice,43.49,2032,88.99,30.53,69.45,1,5,1
2022-01-29,Wheat,34.86,3480,86.62,27.79,84.96,1,5,1
2022-01-29,Corn,32.14,4026,11.62,29.37,62.29,1,5,1
2022-01-29,Soybean,46.17,1481,29.05,33.83,51.64,1,5,1
2022-01-30,Rice,46.06,4667,91.34,29.25,75.7,1,6,1
2022-01-30,Wheat,31.24,3834,9.99,32.94,67.7,1,6,1
2022-01-30,Corn,28.94,4459,27.57,26.99,52.05,1,6,1
2022-01-30,Soybean,39.7,4734,96.43,28.67,51.67,1,6,1
2022-01-31,Rice,46.75,2366,68.96,26.03,52.92,1,0,1
2022-01-31,Wheat,33.65,4675,51.19,30.86,60.17,1,0,1
2022-01-31,Corn,31.59,1595,42.24,27.98,86.93,1,0,1
2022-01-31,Soybean,40.89,2067,57.22,20.72,51.65,1,0,1
2022-02-01,Rice,51.59,4864,48.45,24.18,74.82,2,1,1
2022-02-01,Wheat,30.44,1588,82.21,25.99,75.61,2,1,1
2022-02-01,Corn,29.62,4965,99.97,30.44,72.41,2,1,1
2022-02-01,Soybean,34.14,3404,80.85,29.0,65.68,2,1,1
2022-02-02,Rice,47.77,2166,59.6,33.31,48.58,2,2,1
2022-02-02,Wheat,38.54,4988,6.54,24.68,46.67,2,2,1
2022-02-02,Corn,28.38,2771,67.44,34.88,57.09,2,2,1
2022-02-02,Soybean,44.08,2970,82.19,22.98,84.0,2,2,1
2022-02-03,Rice,52.1,2047,82.57,25.2,76.45,2,3,1
2022-02-03,Wheat,35.7,4968,67.77,31.06,78.42,2,3,1
2022-02-03,Corn,32.48,3899,19.23,33.56,46.36,2,3,1
2022-02-03,Soybean,40.88,1468,52.69,32.04,51.23,2,3,1
2022-02-04,Rice,54.49,1300,1.92,32.04,50.63,2,4,1
2022-02-04,Wheat,36.8,2325,22.43,21.51,69.98,2,4,1
2022-02-04,Corn,34.43,2908,48.47,30.29,58.64,2,4,1
2022-02-04,Soybean,47.98,4391,44.78,26.46,46.41,2,4,1
2022-02-05,Rice,46.78,2695,75.98,21.0,42.9,2,5,1
2022-02-05,Wheat,32.02,2387,24.64,32.57,89.38,2,5,1
2022-02-05,Corn,25.77,4037,57.31,34.21,58.59,2,5,1
2022-02-05,Soybean,38.16,2366,36.68,24.45,80.25,2,5,1
2022-02-06,Rice,51.93,1629,1.52,34.91,62.55,2,6,1
2022-02-06,Wheat,33.72,4791,12.93,31.65,48.63,2,6,1
2022-02-06,Corn,30.57,1145,57.69,29.51,55.71,2,6,1
2022-02-06,Soybean,39.02,2604,60.72,21.6,71.79,2,6,1
2022-02-07,Rice,44.15,3695,37.42,23.62,41.98,2,0,1
2022-02-07,Wheat,35.15,4258,70.63,31.03,56.95,2,0,1
2022-02-07,Corn,29.92,2679,25.96,28.09,73.35,2,0,1
2022-02-07,Soybean,46.5,4990,88.36,24.15,64.62,2,0,1
2022-02-08,Rice,44.83,2807,41.56,23.86,64.04,2,1,1
2022-02-08,Wheat,38.97,3103,75.64,31.31,49.9,2,1,1
2022-02-08,Corn,32.58,3358,78.55,33.9,72.56,2,1,1
2022-02-08,Soybean,40.98,2024,60.75,27.18,88.94,2,1,1
2022-02-09,Rice,51.06,3067,53.22,22.86,68.33,2,2,1
2022-02-09,Wheat,35.21,1994,44.84,28.77,64.2,2,2,1
2022-02-09,Corn,26.88,3045,54.59,27.73,50.38,2,2,1
2022-02-09,Soybean,44.3,2616,19.5,30.74,83.0,2,2,1
2022-02-10,Rice,48.67,2124,17.38,27.49,60.07,2,3,1
2022-02-10,Wheat,32.97,1982,15.51,22.6,83.56,2,3,1
2022-02-10,Corn,30.95,1668,53.4,20.85,68.16,2,3,1
2022-02-10,Soybean,41.27,4887,58.42,27.63,50.1,2,3,1
2022-02-11,Rice,51.06,1181,17.79,28.02,75.43,2,4,1
2022-02-11,Wheat,34.71,1353,91.12,25.61,79.59,2,4,1
2022-02-11,Corn,29.25,4216,73.1,26.59,46.81,2,4,1
2022-02-11,Soybean,36.25,3707,36.34,23.25,72.26,2,4,1
2022-02-12,Rice,48.38,4244,92.32,34.24,53.51,2,5,1
2022-02-12,Wheat,34.77,3963,91.3,34.04,49.04,2,5,1
2022-02-12,Corn,29.28,1906,75.48,25.93,51.03,2,5,1
2022-02-12,Soybean,38.29,3982,90.34,24.61,53.09,2,5,1
2022-02-13,Rice,51.93,4240,40.19,24.27,43.65,2,6,1
2022-02-13,Wheat,36.27,4480,73.8,22.06,80.0,2,6,1
2022-02-13,Corn,29.27,1710,25.24,23.0,79.28,2,6,1
2022-02-13,Soybean,40.54,1467,45.34,31.81,65.15,2,6,1
2022-02-14,Rice,54.46,1291,16.65,34.56,65.03,2,0,1
2022-02-14,Wheat,42.23,1369,27.01,20.25,84.06,2,0,1
2022-02-14,Corn,31.24,3798,31.08,28.68,87.6,2,0,1
2022-02-14,Soybean,44.13,1230,98.37,23.69,61.29,2,0,1
2022-02-15,Rice,53.5,1068,9.17,34.45,44.74,2,1,1
2022-02-15,Wheat,32.31,2777,82.34,29.31,87.93,2,1,1
2022-02-15,Corn,32.48,2566,64.94,34.06,42.87,2,1,1
2022-02-15,Soybean,48.94,2305,58.49,28.78,41.9,2,1,1
2022-02-16,Rice,52.73,1039,64.44,32.98,86.6,2,2,1
2022-02-16,Wheat,35.08,3190,79.44,30.48,64.66,2,2,1
2022-02-16,Corn,25.4,1538,63.4,26.98,56.37,2,2,1
2022-02-16,Soybean,40.33,4074,31.27,20.97,81.66,2,2,1
2022-02-17,Rice,51.15,3306,43.6,28.14,57.54,2,3,1
2022-02-17,Wheat,31.26,2659,34.69,30.4,45.26,2,3,1
2022-02-17,Corn,32.8,1547,57.24,23.44,54.4,2,3,1
2022-02-17,Soybean,39.89,2217,98.8,21.01,84.83,2,3,1
2022-02-18,Rice,52.83,3641,82.89,23.85,84.93,2,4,1
2022-02-18,Wheat,35.5,2442,69.91,23.73,47.26,2,4,1
2022-02-18,Corn,25.97,2706,74.16,25.73,64.52,2,4,1
2022-02-18,Soybean,46.3,3367,24.75,23.2,45.42,2,4,1
2022-02-19,Rice,45.43,3303,57.99,21.14,82.03,2,5,1
2022-02-19,Wheat,33.94,1520,15.21,20.65,69.26,2,5,1
2022-02-19,Corn,29.04,1133,96.77,25.42,70.05,2,5,1
2022-02-19,Soybean,42.18,1040,37.8,28.56,89.68,2,5,1
2022-02-20,Rice,48.44,1719,43.48,21.68,47.96,2,6,1
2022-02-20,Wheat,34.95,3088,3.0,21.12,68.25,2,6,1
2022-02-20,Corn,32.72,4079,69.37,34.65,61.48,2,6,1
2022-02-20,Soybean,46.74,4730,10.4,25.45,79.1,2,6,1
2022-02-21,Rice,54.15,4287,24.47,33.54,66.26,2,0,1
2022-02-21,Wheat,33.66,3603,40.19,24.39,68.59,2,0,1
2022-02-21,Corn,30.6,1858,0.21,24.09,54.6,2,0,1
2022-02-21,Soybean,49.31,1570,16.1,28.7,69.29,2,0,1
2022-02-22,Rice,55.43,1211,58.26,30.71,89.72,2,1,1
2022-02-22,Wheat,39.34,1094,30.53,30.03,66.31,2,1,1
2022-02-22,Corn,31.82,2317,37.31,28.85,66.9,2,1,1
2022-02-22,Soybean,48.29,1308,99.52,27.35,64.35,2,1,1
2022-02-23,Rice,51.51,1147,70.41,34.85,46.22,2,2,1
2022-02-23,Wheat,36.36,2095,98.92,33.61,71.88,2,2,1
2022-02-23,Corn,36.3,4343,63.91,23.19,81.83,2,2,1
2022-02-23,Soybean,36.62,2240,62.84,28.25,58.51,2,2,1
2022-02-24,Rice,54.48,4638,87.6,22.55,43.78,2,3,1
2022-02-24,Wheat,39.74,2912,11.92,28.47,55.79,2,3,1
2022-02-24,Corn,27.6,4567,85.47,22.99,73.85,2,3,1
2022-02-24,Soybean,39.85,2038,16.33,24.27,62.93,2,3,1
2022-02-25,Rice,50.29,4242,59.47,27.08,89.24,2,4,1
2022-02-25,Wheat,37.8,1124,93.1,34.22,57.51,2,4,1
2022-02-25,Corn,32.8,1145,44.95,24.06,54.55,2,4,1
2022-02-25,Soybean,44.1,3479,54.43,26.73,62.11,2,4,1
2022-02-26,Rice,50.93,4988,16.66,34.06,60.09,2,5,1
2022-02-26,Wheat,36.8,2668,56.67,33.59,43.78,2,5,1
2022-02-26,Corn,31.6,1307,14.97,34.2,82.1,2,5,1
2022-02-26,Soybean,32.0,4842,45.45,20.65,60.38,2,5,1
2022-02-27,Rice,50.31,1965,68.65,21.09,58.87,2,6,1
2022-02-27,Wheat,32.97,1343,44.71,30.22,50.11,2,6,1
2022-02-27,Corn,31.73,2777,76.86,33.09,54.42,2,6,1
2022-02-27,Soybean,43.82,1549,63.4,22.53,56.82,2,6,1
2022-02-28,Rice,45.23,4586,37.87,22.01,58.19,2,0,1
2022-02-28,Wheat,35.73,4735,81.94,30.54,49.48,2,0,1
2022-02-28,Corn,30.25,3884,19.48,21.63,80.02,2,0,1
2022-02-28,Soybean,39.62,4539,54.19,28.59,40.52,2,0,1
2022-03-01,Rice,48.98,1038,50.63,34.76,41.72,3,1,2
2022-03-01,Wheat,40.19,1350,60.93,26.75,61.92,3,1,2
2022-03-01,Corn,31.18,3151,26.15,22.82,62.68,3,1,2
2022-03-01,Soybean,45.79,2961,62.34,33.01,89.49,3,1,2
2022-03-02,Rice,49.96,2345,13.59,28.85,50.11,3,2,2
2022-03-02,Wheat,37.15,2891,99.4,27.07,68.46,3,2,2
2022-03-02,Corn,34.58,1592,74.65,33.55,69.73,3,2,2
2022-03-02,Soybean,40.06,1455,28.61,21.98,83.77,3,2,2
2022-03-03,Rice,52.38,2405,3.08,24.19,60.69,3,3,2
2022-03-03,Wheat,38.92,4453,0.71,30.51,46.87,3,3,2
2022-03-03,Corn,35.52,3127,84.35,21.4,74.94,3,3,2
2022-03-03,Soybean,50.0,2857,37.0,32.71,70.65,3,3,2
2022-03-04,Rice,57.28,1600,45.85,28.39,56.18,3,4,2
2022-03-04,Wheat,33.98,1336,94.36,26.36,54.43,3,4,2
2022-03-04,Corn,29.0,1819,47.08,32.86,70.21,3,4,2
2022-03-04,Soybean,38.5,2284,47.12,27.58,76.79,3,4,2
2022-03-05,Rice,54.6,2144,99.15,33.06,52.62,3,5,2
2022-03-05,Wheat,34.48,4657,3.02,23.93,79.39,3,5,2
2022-03-05,Corn,32.56,3614,89.8,24.22,54.99,3,5,2
2022-03-05,Soybean,41.85,4950,61.82,34.83,68.86,3,5,2
2022-03-06,Rice,52.52,3640,0.42,28.2,77.6,3,6,2
2022-03-06,Wheat,30.03,1100,56.0,34.74,70.04,3,6,2
2022-03-06,Corn,32.59,4531,39.69,20.87,50.58,3,6,2
2022-03-06,Soybean,37.02,1167,21.4,29.2,50.1,3,6,2
2022-03-07,Rice,53.96,3932,99.48,23.87,43.4,3,0,2
2022-03-07,Wheat,38.48,3830,12.02,33.63,89.07,3,0,2
2022-03-07,Corn,32.9,4913,2.93,20.72,64.3,3,0,2
2022-03-07,Soybean,40.5,4067,70.09,22.6,54.55,3,0,2
2022-03-08,Rice,41.01,2584,68.63,30.66,58.53,3,1,2
2022-03-08,Wheat,36.93,3717,20.6,28.19,78.67,3,1,2
2022-03-08,Corn,31.72,3819,63.77,34.19,88.26,3,1,2
2022-03-08,Soybean,45.54,1683,89.79,29.86,87.13,3,1,2
2022-03-09,Rice,50.27,3236,3.58,28.33,79.09,3,2,2
2022-03-09,Wheat,32.22,1735,46.46,27.64,81.39,3,2,2
2022-03-09,Corn,30.5,1518,59.86,33.46,54.46,3,2,2
2022-03-09,Soybean,50.6,3703,68.99,30.82,66.25,3,2,2
2022-03-10,Rice,52.43,2689,94.86,30.62,65.5,3,3,2
2022-03-10,Wheat,34.69,4568,51.45,20.17,89.55,3,3,2
2022-03-10,Corn,29.97,2748,19.48,27.76,63.71,3,3,2
2022-03-10,Soybean,44.02,4678,46.02,31.57,77.41,3,3,2
2022-03-11,Rice,54.82,4965,36.4,22.32,73.87,3,4,2
2022-03-11,Wheat,34.24,2069,7.78,23.23,59.07,3,4,2
2022-03-11,Corn,29.56,3671,25.18,29.05,62.01,3,4,2
2022-03-11,Soybean,45.69,4012,25.32,34.05,60.14,3,4,2
2022-03-12,Rice,53.49,3798,3.81,29.82,48.62,3,5,2
2022-03-12,Wheat,36.28,1064,83.21,27.56,46.13,3,5,2
2022-03-12,Corn,34.38,4387,46.39,29.77,84.1,3,5,2
2022-03-12,Soybean,45.74,3449,97.75,26.74,66.09,3,5,2
2022-03-13,Rice,45.68,2759,23.18,24.81,54.75,3,6,2
2022-03-13,Wheat,36.87,2507,69.42,29.48,88.46,3,6,2
2022-03-13,Corn,30.56,3371,77.59,30.09,48.67,3,6,2
2022-03-13,Soybean,42.91,3902,29.11,20.79,57.8,3,6,2
2022-03-14,Rice,49.37,4087,69.15,30.43,45.12,3,0,2
2022-03-14,Wheat,32.3,1336,98.54,34.44,49.05,3,0,2
2022-03-14,Corn,35.62,3668,18.03,24.39,62.44,3,0,2
2022-03-14,Soybean,41.8,1910,75.87,20.6,65.22,3,0,2
2022-03-15,Rice,56.97,4880,81.89,29.95,48.55,3,1,2
2022-03-15,Wheat,34.49,4143,23.45,26.89,80.03,3,1,2
2022-03-15,Corn,31.19,3565,43.01,30.82,68.49,3,1,2
2022-03-15,Soybean,41.08,4763,91.35,21.51,77.79,3,1,2
2022-03-16,Rice,51.33,4098,86.25,23.84,61.76,3,2,2
2022-03-16,Wheat,30.06,2988,36.67,22.52,68.43,3,2,2
2022-03-16,Corn,34.91,2586,49.83,29.69,67.46,3,2,2
2022-03-16,Soybean,40.77,1275,69.23,29.06,61.95,3,2,2
2022-03-17,Rice,54.86,4941,56.08,31.38,45.25,3,3,2
2022-03-17,Wheat,40.21,1315,26.41,20.64,66.78,3,3,2
2022-03-17,Corn,32.54,3839,41.81,23.98,73.7,3,3,2
2022-03-17,Soybean,44.6,1965,49.76,31.86,66.51,3,3,2
2022-03-18,Rice,51.83,2842,18.97,20.97,57.3,3,4,2
2022-03-18,Wheat,31.83,3507,97.22,20.21,60.47,3,4,2
2022-03-18,Corn,28.17,2366,3.8,29.63,44.07,3,4,2
2022-03-18,Soybean,49.51,2968,90.24,29.38,78.79,3,4,2
2022-03-19,Rice,53.86,2948,79.99,22.13,43.63,3,5,2
2022-03-19,Wheat,36.05,4438,1.02,29.87,66.32,3,5,2
2022-03-19,Corn,36.46,2896,53.66,34.13,58.87,3,5,2
2022-03-19,Soybean,48.65,2051,58.3,22.72,54.36,3,5,2
2022-03-20,Rice,49.65,2802,25.36,23.64,89.82,3,6,2
2022-03-20,Wheat,29.73,4854,90.89,26.47,56.19,3,6,2
2022-03-20,Corn,33.87,4859,24.01,20.32,44.5,3,6,2
2022-03-20,Soybean,40.69,1680,69.31,31.64,43.1,3,6,2
2022-03-21,Rice,44.84,2716,26.03,34.79,55.2,3,0,2
2022-03-21,Wheat,31.95,1984,89.18,33.1,78.01,3,0,2
2022-03-21,Corn,32.15,1838,6.12,30.78,62.72,3,0,2
2022-03-21,Soybean,39.71,2958,71.64,30.11,70.77,3,0,2
2022-03-22,Rice,49.04,4213,32.98,34.11,45.2,3,1,2
2022-03-22,Wheat,40.67,4695,28.67,25.19,58.14,3,1,2
2022-03-22,Corn,36.59,2880,27.55,27.85,87.6,3,1,2
2022-03-22,Soybean,45.78,1810,43.81,26.56,59.49,3,1,2
2022-03-23,Rice,48.4,1163,80.05,23.5,49.25,3,2,2
2022-03-23,Wheat,34.14,2016,17.51,28.93,49.66,3,2,2
2022-03-23,Corn,29.94,1553,37.2,23.59,77.53,3,2,2
2022-03-23,Soybean,40.65,1775,65.49,27.25,41.08,3,2,2
2022-03-24,Rice,47.27,4160,90.14,29.99,53.04,3,3,2
2022-03-24,Wheat,33.55,1328,47.61,24.17,86.77,3,3,2
2022-03-24,Corn,32.38,1756,55.5,22.68,85.68,3,3,2
2022-03-24,Soybean,48.4,3969,94.46,23.02,47.42,3,3,2
2022-03-25,Rice,54.11,4270,19.01,25.67,80.62,3,4,2
2022-03-25,Wheat,35.31,2651,70.21,23.07,45.69,3,4,2
2022-03-25,Corn,36.02,4216,73.7,24.05,67.75,3,4,2
2022-03-25,Soybean,46.22,1807,97.15,28.29,62.37,3,4,2
2022-03-26,Rice,47.9,1996,18.11,28.82,79.83,3,5,2
2022-03-26,Wheat,38.76,1195,0.97,24.79,69.44,3,5,2
2022-03-26,Corn,37.09,4740,42.79,32.43,87.61,3,5,2
2022-03-26,Soybean,46.67,3377,68.21,31.44,61.71,3,5,2
2022-03-27,Rice,50.01,2335,89.89,21.96,73.63,3,6,2
2022-03-27,Wheat,35.14,2948,30.11,21.22,84.04,3,6,2
2022-03-27,Corn,34.31,1524,26.02,25.42,77.48,3,6,2
2022-03-27,Soybean,33.44,3066,35.19,23.36,48.74,3,6,2
2022-03-28,Rice,60.67,2696,72.3,20.06,44.34,3,0,2
2022-03-28,Wheat,36.51,1808,3.38,28.65,56.97,3,0,2
2022-03-28,Corn,30.75,2541,95.19,24.42,64.51,3,0,2
2022-03-28,Soybean,43.54,4719,0.33,23.27,88.91,3,0,2
2022-03-29,Rice,47.13,1023,77.34,33.38,46.46,3,1,2
2022-03-29,Wheat,40.07,1932,86.54,32.1,52.69,3,1,2
2022-03-29,Corn,35.03,4918,67.94,28.42,82.22,3,1,2
2022-03-29,Soybean,43.46,1540,98.16,26.05,74.24,3,1,2
2022-03-30,Rice,50.03,1336,72.18,29.67,46.53,3,2,2
2022-03-30,Wheat,35.31,2886,21.76,29.29,53.61,3,2,2
2022-03-30,Corn,32.22,3525,9.19,33.97,62.0,3,2,2
2022-03-30,Soybean,39.45,1387,61.59,31.21,45.41,3,2,2
2022-03-31,Rice,52.93,2088,44.76,22.52,78.63,3,3,2
2022-03-31,Wheat,38.12,2113,83.14,27.43,40.93,3,3,2
2022-03-31,Corn,34.72,4719,31.91,26.16,74.2,3,3,2
2022-03-31,Soybean,50.99,2381,42.94,22.6,67.62,3,3,2
2022-04-01,Rice,51.64,3592,33.55,21.21,63.84,4,4,2
2022-04-01,Wheat,37.39,4140,88.25,27.93,59.69,4,4,2
2022-04-01,Corn,34.43,3829,83.65,21.91,52.92,4,4,2
2022-04-01,Soybean,40.17,4094,2.06,26.56,68.83,4,4,2
2022-04-02,Rice,48.57,3164,35.68,30.97,79.59,4,5,2
2022-04-02,Wheat,40.13,1946,78.65,22.5,56.75,4,5,2
2022-04-02,Corn,27.66,4497,17.13,23.32,86.59,4,5,2
2022-04-02,Soybean,40.22,1383,21.07,33.06,88.84,4,5,2
2022-04-03,Rice,53.03,3047,3.49,24.15,82.93,4,6,2
2022-04-03,Wheat,37.57,2738,73.72,30.27,66.72,4,6,2
2022-04-03,Corn,34.38,1169,17.55,30.92,64.27,4,6,2
2022-04-03,Soybean,48.14,3462,70.88,29.41,82.24,4,6,2
2022-04-04,Rice,58.13,2387,17.99,22.83,85.77,4,0,2
2022-04-04,Wheat,37.28,3104,6.34,31.07,66.29,4,0,2
2022-04-04,Corn,34.79,4190,29.72,22.78,65.74,4,0,2
2022-04-04,Soybean,47.31,1003,31.24,21.45,54.16,4,0,2
2022-04-05,Rice,49.46,3617,75.28,28.97,76.48,4,1,2
2022-04-05,Wheat,30.66,1303,5.41,22.52,78.08,4,1,2
2022-04-05,Corn,36.88,4296,90.11,32.53,82.06,4,1,2
2022-04-05,Soybean,37.32,3240,88.76,24.69,43.56,4,1,2
2022-04-06,Rice,54.44,2388,88.98,30.88,70.4,4,2,2
