date,commodity,price,temperature,rainfall,demand,volume,month,day_of_week,season,market_sentiment,global_demand_index,export_quota,moving_avg_7d,price_momentum
2023-01-20,Rice,48.48,27.4,49.8,1067,1061,1,4,1,0.82,96.94,107.8,47.097142857142856,0.10332271279016836
2023-01-20,Wheat,34.73,25.7,29.5,1173,1399,1,4,1,-0.49,116.39,108.58,33.63285714285714,0.00988659494038946
2023-01-20,Corn,28.34,18.2,33.5,915,950,1,4,1,-0.87,110.23,95.51,29.87142857142857,-0.0792722547108512
2023-01-21,Rice,44.61,21.3,53.5,865,786,1,5,1,-0.38,93.75,98.13,47.055714285714295,-0.07982673267326723
2023-01-21,Wheat,31.37,19.7,16.0,964,1046,1,5,1,0.68,100.27,101.4,33.38285714285714,-0.09674632882234369
2023-01-21,Corn,29.12,25.5,22.3,948,1000,1,5,1,0.69,102.42,109.01,29.624285714285715,0.02752293577981657
2023-01-22,Rice,47.36,25.8,51.5,979,859,1,6,1,-0.94,82.47,92.03,46.63428571428572,0.061645370993050896
2023-01-22,Wheat,33.5,18.9,34.3,993,1026,1,6,1,0.55,100.73,97.77,33.488571428571426,0.0678992668154288
2023-01-22,Corn,30.65,24.7,77.9,971,1156,1,6,1,-0.39,99.37,96.12,29.83285714285714,0.052541208791208716
2023-01-23,Rice,49.43,24.1,81.3,1076,1130,1,0,1,-0.3,111.31,101.27,46.81142857142857,0.043707770270270174
2023-01-23,Wheat,34.14,27.6,64.4,943,896,1,0,1,-0.52,97.04,108.23,33.92428571428571,0.01910447761194023
2023-01-23,Corn,31.78,29.8,68.6,1008,884,1,0,1,-0.94,80.54,109.59,30.178571428571427,0.036867862969004905
2023-01-24,Rice,46.97,28.5,67.6,918,939,1,1,1,-0.08,110.12,101.01,46.76857142857143,-0.049767347764515524
2023-01-24,Wheat,32.19,27.6,65.5,885,877,1,1,1,-0.05,95.83,104.24,33.74,-0.0571177504393674
2023-01-24,Corn,28.67,17.9,31.6,912,1023,1,1,1,0.66,97.25,97.51,30.00857142857143,-0.09786028949024539
2023-01-25,Rice,46.13,21.2,66.7,927,1098,1,2,1,0.03,107.72,107.78,46.70285714285715,-0.0178837555886735
2023-01-25,Wheat,34.35,27.0,72.4,1022,1216,1,2,1,-0.28,105.43,108.09,33.52428571428571,0.06710158434296387
2023-01-25,Corn,29.89,21.4,46.1,1068,1056,1,2,1,0.11,85.58,98.19,29.890000000000004,0.042553191489361764
2023-01-26,Rice,47.0,23.7,48.0,921,1083,1,3,1,0.2,86.91,107.68,47.14,0.018859744201170647
2023-01-26,Wheat,33.56,21.7,54.8,1016,1167,1,3,1,-0.95,87.76,96.88,33.40571428571429,-0.022998544395924303
2023-01-26,Corn,30.25,21.4,39.9,982,819,1,3,1,0.05,112.61,96.38,29.814285714285713,0.012044161927065922
2023-01-27,Rice,49.91,25.5,73.5,1069,1162,1,4,1,-1.0,86.22,100.73,47.34428571428571,0.061914893617021294
2023-01-27,Wheat,36.3,28.3,76.2,1138,1249,1,4,1,0.3,111.85,93.98,33.63,0.08164481525625722
2023-01-27,Corn,29.76,25.0,42.9,1036,1231,1,4,1,0.58,109.21,107.4,30.017142857142858,-0.01619834710743795
2023-01-28,Rice,46.95,25.7,31.7,903,812,1,5,1,0.48,97.05,93.76,47.67857142857143,-0.05930675215387682
2023-01-28,Wheat,34.06,33.7,32.2,879,1011,1,5,1,0.38,113.11,103.15,34.01428571428571,-0.061707988980716166
2023-01-28,Corn,28.92,23.8,27.4,1085,952,1,5,1,-0.26,101.91,109.41,29.988571428571426,-0.028225806451612878
2023-01-29,Rice,44.1,16.6,48.9,799,649,1,6,1,0.24,101.43,101.33,47.212857142857146,-0.060702875399361034
2023-01-29,Wheat,34.58,28.5,61.3,887,1064,1,6,1,0.16,125.76,103.27,34.16857142857143,0.015267175572518887
2023-01-29,Corn,29.92,25.5,43.9,909,1010,1,6,1,-0.59,114.09,99.04,29.884285714285713,0.03457814661134173
2023-01-30,Rice,44.87,18.4,50.8,831,799,1,0,1,-0.36,93.34,109.5,46.56142857142857,0.0174603174603174
2023-01-30,Wheat,33.53,35.7,43.5,920,1096,1,0,1,0.16,116.63,101.74,34.081428571428575,-0.030364372469635525
2023-01-30,Corn,29.85,21.4,14.8,1154,987,1,0,1,-0.35,96.61,105.63,29.60857142857143,-0.0023395721925133506
2023-01-31,Rice,45.51,17.7,62.0,911,1076,1,1,1,-0.58,118.63,109.98,46.35285714285714,0.014263427679964247
2023-01-31,Wheat,31.1,21.1,36.5,843,935,1,1,1,-0.63,103.73,92.97,33.925714285714285,-0.0724724127646883
2023-01-31,Corn,30.58,28.0,22.1,1099,1197,1,1,1,-0.29,119.46,95.21,29.881428571428575,0.024455611390284737
2023-02-01,Rice,49.93,17.7,54.4,1055,895,2,2,1,0.11,89.85,108.0,46.895714285714284,0.09712151175565809
2023-02-01,Wheat,34.45,23.5,47.9,1024,1174,2,2,1,-0.58,98.72,104.48,33.94,0.10771704180064323
2023-02-01,Corn,31.61,13.4,84.7,1117,902,2,2,1,0.81,109.03,91.01,30.12714285714286,0.03368214519293655
2023-02-02,Rice,48.48,24.2,43.1,980,828,2,3,1,0.28,87.89,102.19,47.107142857142854,-0.029040656919687602
2023-02-02,Wheat,33.67,22.2,81.2,832,926,2,3,1,-0.27,114.61,100.54,33.955714285714286,-0.02264150943396226
2023-02-02,Corn,31.07,22.2,45.8,1091,1080,2,3,1,-0.69,106.78,105.17,30.244285714285713,-0.01708320151850673
2023-02-03,Rice,52.22,27.9,44.9,1118,1267,2,4,1,0.58,105.11,96.11,47.43714285714286,0.07714521452145218
2023-02-03,Wheat,35.51,24.5,42.2,1108,1144,2,4,1,0.34,99.74,95.05,33.84285714285714,0.054648054648054556
2023-02-03,Corn,31.0,31.2,59.7,943,971,2,4,1,-0.04,100.8,93.4,30.42142857142857,-0.0022529771483746908
2023-02-04,Rice,51.49,29.5,45.3,1172,1371,2,5,1,-0.08,102.93,93.18,48.08571428571428,-0.01397931826886245
2023-02-04,Wheat,34.36,21.9,66.7,1001,828,2,5,1,0.36,108.25,91.71,33.885714285714286,-0.03238524359335393
2023-02-04,Corn,30.85,26.1,43.3,955,782,2,5,1,0.74,96.05,100.59,30.69714285714286,-0.004838709677419284
2023-02-05,Rice,49.66,31.8,44.4,1066,1077,2,6,1,-0.62,93.34,91.69,48.88,-0.03554088172460679
2023-02-05,Wheat,35.06,31.5,38.9,1051,995,2,6,1,-0.75,111.33,103.73,33.95428571428572,0.02037252619324814
2023-02-05,Corn,31.0,19.9,36.8,1107,1058,2,6,1,-0.61,86.85,95.6,30.851428571428574,0.004862236628849326
2023-02-06,Rice,50.6,27.1,68.9,1125,934,2,0,1,-0.49,106.64,92.3,49.69857142857143,0.018928715263793805
2023-02-06,Wheat,34.11,25.9,66.4,1073,1111,2,0,1,0.81,110.27,107.06,34.037142857142854,-0.02709640616086717
2023-02-06,Corn,30.64,23.2,34.9,999,991,2,0,1,0.65,106.59,93.06,30.964285714285715,-0.011612903225806437
2023-02-07,Rice,47.94,22.1,45.6,1015,1054,2,1,1,0.02,80.34,98.27,50.04571428571428,-0.05256916996047434
2023-02-07,Wheat,38.6,35.2,79.0,1219,1094,2,1,1,-0.51,95.71,108.6,35.10857142857143,0.1316329522134272
2023-02-07,Corn,31.1,27.2,41.2,1108,904,2,1,1,-0.99,109.68,109.62,31.038571428571426,0.015013054830287142
2023-02-08,Rice,48.86,22.3,49.1,1093,883,2,2,1,0.92,100.79,106.79,49.892857142857146,0.019190654985398403
2023-02-08,Wheat,30.93,23.4,16.7,879,978,2,2,1,0.88,102.26,100.07,34.605714285714285,-0.1987046632124353
2023-02-08,Corn,30.64,21.3,40.3,991,1153,2,2,1,0.45,100.9,96.84,30.900000000000002,-0.014790996784565968
2023-02-09,Rice,49.77,16.5,62.9,1093,1128,2,3,1,-0.33,116.41,97.82,50.07714285714285,0.018624641833810962
2023-02-09,Wheat,32.65,20.8,35.9,897,736,2,3,1,0.6,82.36,102.05,34.46,0.0556094406724863
2023-02-09,Corn,30.02,22.7,27.9,985,954,2,3,1,0.44,91.71,91.29,30.75,-0.020234986945169786
2023-02-10,Rice,48.41,34.2,41.2,939,887,2,4,1,0.55,109.0,107.87,49.53285714285715,-0.02732569821177433
2023-02-10,Wheat,32.72,28.6,17.1,947,936,2,4,1,0.25,90.14,94.31,34.06142857142857,0.0021439509954057634
2023-02-10,Corn,31.46,26.7,25.2,1112,891,2,4,1,-0.27,103.42,108.69,30.815714285714286,0.0479680213191207
2023-02-11,Rice,47.8,17.5,23.4,1115,1295,2,5,1,0.11,98.55,93.32,49.00571428571429,-0.012600702334228497
2023-02-11,Wheat,33.32,15.2,57.5,1007,862,2,5,1,0.65,106.93,108.16,33.91285714285714,0.01833740831295838
2023-02-11,Corn,30.74,24.6,42.7,1073,1214,2,5,1,-0.01,77.06,108.76,30.8,-0.022886204704386626
2023-02-12,Rice,47.62,19.1,45.7,897,908,2,6,1,0.04,97.19,97.12,48.714285714285715,-0.003765690376569042
2023-02-12,Wheat,36.43,23.8,90.5,973,928,2,6,1,0.57,104.72,97.35,34.10857142857143,0.09333733493397367
2023-02-12,Corn,30.52,16.6,29.6,1078,1261,2,6,1,-0.14,77.26,92.42,30.731428571428573,-0.0071567989590110015
2023-02-13,Rice,50.77,25.9,58.6,1023,962,2,0,1,0.13,100.68,97.84,48.73857142857143,0.06614867702645966
2023-02-13,Wheat,33.85,20.9,47.7,956,1091,2,0,1,0.55,95.58,98.87,34.07142857142857,-0.07082075212736749
2023-02-13,Corn,31.52,22.1,81.5,1130,1163,2,0,1,-0.7,86.16,100.0,30.857142857142858,0.03276539973787673
2023-02-14,Rice,47.38,26.9,24.8,946,1068,2,1,1,-0.15,97.72,94.05,48.65857142857143,-0.066771715580067
2023-02-14,Wheat,35.6,34.8,40.5,1043,1210,2,1,1,-0.52,91.33,107.62,33.642857142857146,0.05169867060561306
2023-02-14,Corn,32.89,24.6,76.1,1060,908,2,1,1,-0.51,113.53,100.13,31.112857142857145,0.04346446700507611
2023-02-15,Rice,48.04,25.9,38.8,978,1105,2,2,1,-0.86,93.37,97.82,48.541428571428575,0.013929928239763578
2023-02-15,Wheat,35.92,22.3,55.1,950,843,2,2,1,0.36,106.7,108.39,34.355714285714285,0.008988764044943753
2023-02-15,Corn,31.46,17.3,46.0,955,1058,2,2,1,-0.34,111.54,107.69,31.229999999999997,-0.04347826086956519
2023-02-16,Rice,51.04,30.7,60.3,987,904,2,3,1,0.48,91.19,99.03,48.722857142857144,0.06244796003330566
2023-02-16,Wheat,36.48,21.0,57.9,1256,1301,2,3,1,-0.68,100.72,98.44,34.902857142857144,0.015590200445434244
2023-02-16,Corn,32.11,22.6,61.3,1035,1045,2,3,1,-0.06,102.42,108.09,31.52857142857143,0.02066115702479343
2023-02-17,Rice,50.64,26.5,53.3,982,855,2,4,1,0.27,107.25,96.79,49.04142857142857,-0.00783699059561127
2023-02-17,Wheat,35.3,22.1,41.5,1084,1255,2,4,1,0.06,86.91,102.85,35.27142857142857,-0.03234649122807021
2023-02-17,Corn,33.52,29.5,38.8,1101,914,2,4,1,-0.05,106.2,93.43,31.822857142857142,0.043911554033011724
2023-02-18,Rice,50.03,21.1,42.6,982,1084,2,5,1,0.03,86.85,96.48,49.36,-0.012045813586097909
2023-02-18,Wheat,32.29,18.4,30.1,962,919,2,5,1,-0.29,100.08,90.13,35.12428571428571,-0.08526912181303115
2023-02-18,Corn,30.79,24.6,25.6,1067,1187,2,5,1,0.13,96.32,92.43,31.830000000000002,-0.08144391408114571
2023-02-19,Rice,49.74,24.6,27.5,1080,1234,2,6,1,0.22,89.35,90.94,49.66285714285714,-0.005796522086747968
2023-02-19,Wheat,32.89,29.5,36.2,803,675,2,6,1,0.39,91.25,103.62,34.61857142857143,0.018581604211830305
2023-02-19,Corn,31.92,26.5,61.9,999,960,2,6,1,-0.73,101.05,109.51,32.03,0.0367002273465411
2023-02-20,Rice,50.59,24.6,39.9,1065,899,2,0,1,-0.46,84.97,104.27,49.637142857142855,0.01708886208283067
2023-02-20,Wheat,34.83,35.0,43.7,1004,924,2,0,1,0.75,98.75,98.49,34.75857142857143,0.058984493767102464
2023-02-20,Corn,30.78,21.9,40.4,923,1055,2,0,1,-0.73,93.15,105.65,31.924285714285713,-0.0357142857142857
2023-02-21,Rice,53.75,26.9,35.1,1125,1180,2,1,1,0.0,104.19,96.76,50.54714285714285,0.06246293733939501
2023-02-21,Wheat,35.98,24.0,56.2,1114,1283,2,1,1,-0.95,105.19,109.42,34.81285714285714,0.033017513637668694
2023-02-21,Corn,31.24,30.0,36.2,952,774,2,1,1,-0.69,108.77,104.8,31.68857142857143,0.014944769330734076
2023-02-22,Rice,51.01,29.5,36.2,983,990,2,2,1,-0.13,107.36,97.0,50.97142857142857,-0.050976744186046585
2023-02-22,Wheat,34.12,27.9,17.3,912,839,2,2,1,-0.01,100.65,96.94,34.55571428571428,-0.05169538632573656
2023-02-22,Corn,33.89,26.1,76.5,1146,1128,2,2,1,0.36,77.3,96.77,32.035714285714285,0.0848271446862996
2023-02-23,Rice,47.85,23.0,49.1,862,979,2,3,1,-0.38,111.25,94.86,50.51571428571429,-0.061948637522054484
2023-02-23,Wheat,31.9,16.0,24.5,866,950,2,3,1,0.89,98.67,103.87,33.901428571428575,-0.06506447831184048
2023-02-23,Corn,33.12,28.7,59.6,991,1028,2,3,1,-0.59,99.83,98.31,32.18,-0.022720566538802056
2023-02-24,Rice,53.71,34.1,61.9,1125,1214,2,4,1,-0.47,100.22,100.43,50.954285714285724,0.1224660397074191
2023-02-24,Wheat,36.0,27.4,75.6,1016,1200,2,4,1,-0.94,108.54,101.63,34.00142857142857,0.1285266457680252
2023-02-24,Corn,30.88,19.2,26.9,941,824,2,4,1,0.35,98.03,102.83,31.802857142857142,-0.06763285024154586
2023-02-25,Rice,53.44,25.4,41.8,1106,1122,2,5,1,-0.49,89.44,90.61,51.441428571428574,-0.0050269968348538585
2023-02-25,Wheat,35.47,28.6,43.3,1043,947,2,5,1,0.4,87.78,108.37,34.455714285714286,-0.014722222222222303
2023-02-25,Corn,32.43,16.8,67.5,1013,946,2,5,1,-0.88,104.23,90.98,32.037142857142854,0.05019430051813467
2023-02-26,Rice,49.19,21.6,63.2,983,806,2,6,1,0.88,98.88,99.06,51.36285714285714,-0.0795284431137725
2023-02-26,Wheat,33.06,27.3,34.3,857,788,2,6,1,-0.76,86.0,99.14,34.480000000000004,-0.06794474203552292
2023-02-26,Corn,33.53,32.3,50.0,907,930,2,6,1,0.08,89.2,99.49,32.26714285714286,0.03391921060746217
2023-02-27,Rice,54.75,28.1,51.1,1165,937,2,0,1,-0.83,91.01,94.6,51.95714285714286,0.11303110388290305
2023-02-27,Wheat,33.93,30.4,39.9,886,887,2,0,1,0.82,111.74,101.63,34.35142857142857,0.02631578947368407
2023-02-27,Corn,33.0,27.1,31.7,1142,941,2,0,1,-0.68,112.88,100.0,32.58428571428571,-0.015806740232627514
2023-02-28,Rice,49.24,25.0,43.8,1096,1169,2,1,1,-0.52,104.94,95.25,51.31285714285714,-0.10063926940639267
2023-02-28,Wheat,33.19,23.6,21.1,854,763,2,1,1,-0.83,89.63,93.18,33.95285714285715,-0.021809608016504667
2023-02-28,Corn,32.05,30.9,36.3,927,1071,2,1,1,0.65,113.55,102.22,32.699999999999996,-0.028787878787878918
2023-03-01,Rice,51.87,25.5,54.9,1117,1023,3,2,2,0.1,103.04,96.04,51.435714285714276,0.05341186027619815
2023-03-01,Wheat,34.87,22.9,15.5,1160,1133,3,2,2,-0.25,88.85,101.6,34.059999999999995,0.05061765592045786
2023-03-01,Corn,32.13,24.2,58.0,919,822,3,2,2,0.13,95.72,105.59,32.448571428571434,0.002496099843994015
2023-03-02,Rice,50.98,26.9,63.6,857,979,3,3,2,-0.15,105.72,108.89,51.88285714285714,-0.017158280316175056
2023-03-02,Wheat,33.93,17.9,53.5,873,867,3,3,2,0.87,99.92,100.63,34.35,-0.026957269859477995
2023-03-02,Corn,31.62,25.1,5.6,1061,912,3,3,2,0.76,90.0,97.02,32.23428571428572,-0.015873015873015928
2023-03-03,Rice,49.57,23.0,28.9,970,1149,3,4,2,-0.18,103.08,104.68,51.291428571428575,-0.02765790506080812
2023-03-03,Wheat,36.16,24.9,79.5,955,846,3,4,2,-0.22,118.91,97.17,34.37285714285714,0.06572354848216899
2023-03-03,Corn,30.75,22.5,18.0,1019,1009,3,4,2,-0.63,108.7,91.14,32.21571428571429,-0.0275142314990513
2023-03-04,Rice,52.59,21.9,46.5,1306,1300,3,5,2,-0.85,108.04,105.76,51.17000000000001,0.06092394593504147
2023-03-04,Wheat,34.1,20.3,2.5,1033,1092,3,5,2,-0.82,102.37,96.78,34.177142857142854,-0.05696902654867242
2023-03-04,Corn,31.3,28.1,62.2,957,817,3,5,2,0.54,104.08,109.86,32.05428571428571,0.01788617886178856
2023-03-05,Rice,53.83,26.3,65.0,1093,1051,3,6,2,-0.41,98.62,103.96,51.832857142857144,0.023578627115421025
2023-03-05,Wheat,36.41,25.1,44.0,1120,982,3,6,2,0.22,112.55,107.0,34.65571428571428,0.06774193548387086
2023-03-05,Corn,31.81,20.9,60.7,960,912,3,6,2,-0.18,94.35,97.45,31.80857142857143,0.01629392971246002
2023-03-06,Rice,48.1,25.3,28.7,947,1122,3,0,2,0.9,98.94,91.85,50.88285714285714,-0.10644621958015976
2023-03-06,Wheat,34.36,10.7,29.6,1092,1256,3,0,2,0.76,86.63,93.39,34.71714285714285,-0.05630321340291122
2023-03-06,Corn,32.72,31.9,57.3,952,940,3,0,2,0.02,96.53,109.58,31.768571428571427,0.028607356177302812
2023-03-07,Rice,48.41,9.9,99.4,758,775,3,1,2,0.68,85.62,108.55,50.76428571428572,0.006444906444906362
2023-03-07,Wheat,35.16,25.3,43.0,905,931,3,1,2,-0.39,115.05,109.02,34.998571428571424,0.023282887077997527
2023-03-07,Corn,33.56,28.2,47.1,997,936,3,1,2,0.77,115.33,104.8,31.98428571428571,0.025672371638141955
2023-03-08,Rice,48.43,22.1,30.9,776,783,3,2,2,-0.37,113.83,91.68,50.27285714285715,0.0004131377814502457
2023-03-08,Wheat,33.87,19.8,40.3,1082,1041,3,2,2,0.94,111.6,107.87,34.855714285714285,-0.03668941979522178
2023-03-08,Corn,32.87,25.6,63.8,1017,1129,3,2,2,-0.82,91.8,106.6,32.089999999999996,-0.02056019070321824
2023-03-09,Rice,49.29,22.2,37.4,883,1003,3,3,2,-0.72,109.5,96.53,50.03142857142857,0.01775758827173246
2023-03-09,Wheat,36.2,25.5,93.5,834,930,3,3,2,0.33,97.65,106.03,35.18,0.06879244168881038
2023-03-09,Corn,32.3,20.2,84.7,874,829,3,3,2,-0.31,90.78,93.84,32.18714285714285,-0.017341040462427793
2023-03-10,Rice,51.35,24.5,50.4,1011,969,3,4,2,0.13,119.74,99.95,50.285714285714285,0.04179346723473332
2023-03-10,Wheat,33.01,16.8,20.8,853,889,3,4,2,0.45,108.73,100.5,34.73,-0.08812154696132612
2023-03-10,Corn,30.9,24.0,55.5,897,1059,3,4,2,0.85,83.5,92.3,32.208571428571425,-0.04334365325077394
2023-03-11,Rice,52.41,21.9,49.2,1113,947,3,5,2,-0.34,98.71,101.66,50.25999999999999,0.020642648490749593
2023-03-11,Wheat,36.16,24.6,67.6,984,1026,3,5,2,-0.02,94.85,102.29,35.02428571428571,0.09542562859739467
2023-03-11,Corn,32.42,25.5,44.5,990,907,3,5,2,-0.71,107.74,99.12,32.36857142857143,0.04919093851132694
2023-03-12,Rice,52.93,17.4,46.2,1146,920,3,6,2,-0.55,111.93,105.87,50.131428571428565,0.009921770654455209
2023-03-12,Wheat,32.95,19.4,54.9,718,612,3,6,2,-0.1,113.44,103.91,34.53,-0.08877212389380518
2023-03-12,Corn,32.92,21.7,67.6,996,910,3,6,2,-0.79,91.18,98.72,32.527142857142856,0.015422578655151176
2023-03-13,Rice,50.29,24.0,54.7,1023,1049,3,0,2,0.29,81.62,99.08,50.44428571428572,-0.04987719629699605
2023-03-13,Wheat,34.55,29.3,49.8,942,1051,3,0,2,0.3,95.15,96.78,34.55714285714286,0.04855842185128956
2023-03-13,Corn,32.16,13.1,84.2,921,847,3,0,2,-0.33,116.37,103.21,32.44714285714286,-0.023086269744836074
2023-03-14,Rice,50.23,21.1,24.5,963,1084,3,1,2,-0.2,86.62,102.73,50.70428571428572,-0.001193080135215796
2023-03-14,Wheat,34.22,29.6,22.5,967,951,3,1,2,-0.25,88.44,109.23,34.42285714285714,-0.009551374819102731
2023-03-14,Corn,32.24,18.2,40.4,1062,1113,3,1,2,-0.5,114.18,102.4,32.25857142857143,0.0024875621890549926
